NUM,STATION,NAME,VX[m/a],sig_VX[m/a],VY[m/a],sig_Y[m],VZ[m/a],sig_VZ[m/a],START,END,ID-SNX
870,PDEL,31906M004,-0.00502,0.0006,0.01586,0.00045,0.01168,0.00057,2006-12-13,2008-04-05,A2
871,PDEL,31906M004,-0.00502,0.00048,0.01587,0.00027,0.01168,0.00039,2008-04-06,2012-08-20,A3
872,PDEL,31906M004,-0.00502,0.00027,0.01587,0.00013,0.01167,0.0002,2012-10-14,2021-10-14,A4
873,PDEL,31906M004,-0.00502,0.00061,0.01586,0.00046,0.01167,0.00058,2021-10-15,2022-04-30,A5
874,PDES,41524M001,0.00151,0.00112,-0.01127,0.00211,0.00723,0.00247,2005-05-05,2007-07-25,A1
875,PEAF,48093M001,-0.00156,0.00078,-0.00427,0.00069,0.0132,0.00058,2013-09-03,2014-08-06,A1
876,PEAF,48093M001,-0.00156,0.00059,-0.00427,0.00047,0.01319,0.00027,2014-08-07,2018-05-02,A2
877,PEAF,48093M001,-0.00156,0.00048,-0.00427,0.00038,0.0132,0.00017,2018-05-03,2022-04-30,A3
878,PEJO,41551M001,0.00012,0.00022,-0.00765,0.00034,0.00939,0.00028,2010-09-25,2015-09-15,A1
879,PEJO,41551M001,0.00012,0.00015,-0.00765,0.00025,0.00939,0.0002,2015-09-17,2022-04-30,A2
880,PEPE,41650M001,-0.00127,0.00036,-0.00536,0.00031,0.01289,0.00015,2008-01-01,2014-03-26,A1
881,PEPE,41650M001,-0.00127,0.00058,-0.00536,0.00056,0.01288,0.00052,2014-03-27,2014-06-11,A2
882,PEPE,41650M001,-0.00127,0.00058,-0.00536,0.00056,0.01288,0.00052,2014-06-12,2014-10-14,A3
883,PEPE,41650M001,-0.00127,0.00027,-0.00536,0.00024,0.01288,9e-05,2014-10-15,2022-04-30,A4
884,PERA,41905S001,0.00165,0.00052,0.00199,0.00057,0.01459,0.00051,2004-02-10,2004-11-15,A1
885,PERA,41905S001,0.00165,0.00018,0.00199,0.00039,0.01459,0.00014,2004-11-17,2012-09-23,A2
886,PERA,41905S001,0.00165,0.0001,0.00199,0.00024,0.01459,7e-05,2012-09-24,2022-04-30,A3
887,PERC,41617M002,-0.00406,0.00154,-0.00302,0.00114,0.01279,0.00062,2018-08-15,2019-11-25,A1
888,PERC,41617M002,-0.00406,0.00147,-0.00302,0.00105,0.01278,0.00044,2019-11-26,2022-04-30,A2
889,PERT,50133M001,-0.04723,0.00047,0.00983,0.00055,0.05015,0.00054,2000-01-02,2001-01-20,A1
890,PERT,50133M001,-0.04723,0.00045,0.00983,0.00053,0.05016,0.0005,2001-06-11,2003-06-03,A2
891,PERT,50133M001,-0.04723,0.00026,0.00983,0.00038,0.05016,0.00028,2003-06-04,2008-11-08,A3
892,PERT,50133M001,-0.04723,0.00047,0.00983,0.00055,0.05015,0.00053,2008-11-09,2009-11-21,A4
893,PERT,50133M001,-0.04722,0.00048,0.00983,0.00055,0.05016,0.00054,2009-11-22,2009-12-12,A5
894,PERT,50133M001,-0.04723,0.00043,0.00983,0.00052,0.05016,0.00047,2009-12-13,2012-01-03,A6
895,PERT,50133M001,-0.04722,0.00015,0.00983,0.00024,0.05016,0.00017,2012-10-24,2022-02-14,A7
896,PERT,50133M001,-0.04722,0.00048,0.00983,0.00055,0.05016,0.00054,2022-02-15,2022-04-30,A8
897,PI01,42211M001,0.00076,0.00015,0.00055,0.00049,0.00665,0.00013,2011-10-05,2019-05-25,A1
898,PI01,42211M001,0.00076,0.0004,0.00055,0.00067,0.00665,0.00036,2019-05-27,2022-04-30,A2
899,PICR,48092M001,-0.00087,0.0003,-0.00515,0.00031,0.01269,0.00013,2014-06-06,2022-04-30,A1
900,PIE1,40456M001,-0.01411,0.00023,0.00099,0.00051,-0.00506,0.00037,2000-01-02,2007-01-23,A1
901,PIE1,40456M001,-0.01375,5e-05,0.00083,0.0001,-0.00506,7e-05,2007-01-24,2022-04-30,A2
902,PIFL,48078M001,-0.00158,0.0006,-0.00401,0.00057,0.01302,0.00047,2014-05-12,2016-01-09,A1
903,PIFL,48078M001,-0.00158,0.00035,-0.00401,0.00032,0.01302,0.00011,2016-01-10,2022-04-30,A2
904,PIN1,40407M003,-0.02358,0.00044,0.01546,0.0005,0.00609,0.0005,2000-01-02,2001-02-27,A1
905,PIN1,40407M003,-0.02357,0.00031,0.01546,0.00042,0.00609,0.00036,2001-02-28,2004-06-25,A2
906,PIN1,40407M003,-0.02358,0.00018,0.01547,0.0003,0.00609,0.00023,2004-06-26,2010-04-03,A3
907,PIN1,40407M003,-0.02357,8e-05,0.01547,0.00013,0.00609,0.0001,2010-04-05,2022-04-30,A4
908,PISR,41673M001,-0.00194,0.00014,-0.00463,0.00014,0.01303,6e-05,2009-04-10,2022-04-30,A1
909,PITN,41691M001,-0.0017,0.00024,-0.00362,0.00021,0.01279,8e-05,2011-01-02,2019-11-13,A1
910,PITN,41691M001,-0.0017,0.00048,-0.00362,0.00044,0.0128,0.00029,2019-11-14,2022-04-30,A2
911,PJEC,42034M001,0.0083,0.00042,0.00188,0.00126,0.01202,0.00031,2012-12-09,2016-04-15,A1
912,PLEC,42033M002,-0.00325,0.00074,-0.00236,0.00168,0.00772,0.00061,2017-10-05,2019-02-21,A1
913,PLEC,42033M002,-0.00325,0.00057,-0.00237,0.0016,0.00771,0.00039,2019-05-27,2022-04-30,A2
914,PMB1,43702S001,-0.00727,0.00051,0.00277,0.00055,0.01258,0.00045,2005-12-30,2007-11-25,A1
915,PMB1,43702S001,-0.00727,0.00046,0.00277,0.00052,0.01257,0.00035,2007-11-26,2011-01-09,A2
916,PMB1,43702S001,-0.00727,0.00018,0.00277,0.00025,0.01258,8e-05,2011-01-10,2022-04-30,A3
917,PMEC,41307M001,0.01893,0.00021,0.00529,0.00063,0.01297,0.00017,2017-01-03,2022-04-30,A1
918,POAL,41616M001,0.00243,0.00028,-0.00604,0.00033,0.01051,0.00024,2000-01-02,2007-03-30,A1
919,POAL,41616M001,0.00243,0.00055,-0.00604,0.00059,0.01052,0.00057,2007-04-24,2007-09-10,A2
920,POAL,41616M001,0.00243,0.00049,-0.00604,0.00053,0.01052,0.00047,2007-09-11,2010-02-26,A3
921,POAL,41616M001,0.00243,0.00044,-0.00604,0.00049,0.01051,0.0004,2010-02-28,2013-05-14,A4
922,POAL,41616M001,0.00243,0.00054,-0.00604,0.00058,0.01052,0.00056,2013-05-15,2014-05-05,A5
923,POAL,41616M001,0.00243,0.00055,-0.00604,0.00059,0.01052,0.00057,2014-05-06,2014-10-23,A6
924,POAL,41616M001,0.00243,0.00039,-0.00604,0.00045,0.01052,0.00035,2014-10-24,2018-05-14,A7
925,POAL,41616M001,0.00243,0.00029,-0.00604,0.00035,0.01052,0.00027,2018-05-15,2022-04-30,A8
926,POEC,42008M003,0.00278,0.00021,-0.01629,0.00066,0.0193,0.00016,2017-05-20,2022-04-30,A1
927,POL2,12348M001,-0.02751,0.00037,0.00487,0.00051,0.00395,0.00052,2000-01-02,2001-06-10,A1
928,POL2,12348M001,-0.02751,0.00039,0.00487,0.00052,0.00395,0.00053,2001-06-11,2001-11-11,A2
929,POL2,12348M001,-0.02751,0.00011,0.00487,0.00026,0.00395,0.00026,2002-03-05,2009-10-22,A3
930,POL2,12348M001,-0.02751,6e-05,0.00487,0.00014,0.00395,0.00014,2009-10-23,2022-04-30,A4
931,POLI,41630M001,0.00219,0.00023,-0.00734,0.00024,0.01095,0.00016,2007-01-15,2014-10-22,A1
932,POLI,41630M001,0.00219,0.00051,-0.00734,0.00053,0.01094,0.00046,2014-10-23,2016-10-18,A2
933,POLI,41630M001,0.00219,0.00027,-0.00734,0.00028,0.01095,0.00018,2016-10-19,2022-04-30,A3
934,POPA,41924S001,0.0029,0.00013,0.00326,0.00032,0.01289,8e-05,2006-06-28,2017-03-30,A1
935,POPA,41924S001,0.0029,0.00024,0.00326,0.00049,0.01289,0.00019,2018-03-10,2022-04-30,A2
936,POTS,14106M003,-0.01609,0.00014,0.0162,7e-05,0.00964,0.00017,2000-01-02,2009-04-15,A1
937,POTS,14106M003,-0.01609,0.0005,0.0162,0.00031,0.00964,0.00055,2009-04-16,2011-02-15,A2
938,POTS,14106M003,-0.01609,0.00018,0.01621,9e-05,0.00964,0.00021,2011-02-16,2018-07-17,A3
939,POTS,14106M003,-0.01608,0.00028,0.01621,0.00017,0.00964,0.00032,2018-07-18,2022-04-30,A4
940,POVE,41628M001,-0.00242,0.00012,-0.00304,0.00021,0.01211,7e-05,2006-01-04,2015-07-21,A1
941,POVE,41628M001,-0.00242,0.00029,-0.00304,0.00044,0.01211,0.00022,2015-07-22,2018-05-16,A2
942,POVE,41628M001,-0.00242,0.00017,-0.00304,0.00029,0.0121,0.00011,2018-05-17,2022-04-30,A3
943,PPTE,41611M002,0.00108,0.00045,-0.00624,0.00051,0.01096,0.00037,2005-12-12,2009-09-06,A1
944,PPTE,41611M002,0.00108,0.00035,-0.00624,0.00041,0.01095,0.00026,2009-09-07,2014-03-17,A2
945,PPTE,41611M002,0.00108,0.00028,-0.00624,0.00034,0.01095,0.00021,2014-03-18,2020-11-10,A3
946,PPTE,41611M002,0.00108,0.00052,-0.00624,0.00057,0.01096,0.00047,2020-11-11,2022-04-30,A4
947,PRCV,48097M001,0.00149,0.00017,-0.00715,0.00021,0.01197,0.00013,2013-08-21,2022-04-30,A1
948,PREC,42035M001,-0.00061,0.00107,-0.00162,0.0027,0.00956,0.00083,2013-03-27,2013-12-21,A1
949,PREC,42035M001,-0.00061,0.00108,-0.00162,0.00271,0.00956,0.00084,2014-02-20,2014-06-06,A2
950,PREC,42035M001,-0.00061,0.00095,-0.00162,0.00266,0.00957,0.00067,2014-06-07,2016-04-15,A3
951,PREC,42035M001,-0.00482,0.00047,-0.001,0.00104,0.00923,0.00039,2016-04-17,2019-02-21,A4
952,PREC,42035M001,-0.00482,0.00036,-0.001,0.00097,0.00923,0.00025,2019-02-23,2022-04-30,A5
953,PRGU,41671M001,0.00168,0.0004,-0.00629,0.00047,0.01122,0.00031,2009-04-10,2014-04-08,A1
954,PRGU,41671M001,0.00168,0.0004,-0.00629,0.00046,0.01122,0.00029,2014-04-09,2019-12-10,A2
955,PRGU,41671M001,0.00168,0.00055,-0.00629,0.0006,0.01123,0.00044,2019-12-11,2022-04-30,A3
956,PRMA,41674M001,0.0001,0.00043,-0.00549,0.00047,0.012,0.00032,2009-04-10,2014-04-14,A1
957,PRMA,41674M001,0.0001,0.00059,-0.00549,0.00062,0.01199,0.00056,2014-04-15,2014-06-11,A2
958,PRMA,41674M001,0.0001,0.00059,-0.00549,0.00061,0.01199,0.00056,2014-06-12,2015-03-25,A3
959,PRMA,41674M001,0.0001,0.00033,-0.00549,0.00036,0.01199,0.00023,2015-03-26,2022-04-30,A4
960,PRNA,41554M001,0.00119,0.00059,-0.00734,0.00076,0.00882,0.00065,2011-07-02,2013-02-09,A1
961,PRNA,41554M001,0.00119,0.00044,-0.00734,0.00061,0.00882,0.00048,2013-02-10,2016-05-02,A2
962,PRNA,41554M001,0.00119,0.00058,-0.00734,0.00075,0.00882,0.00063,2016-07-06,2018-08-06,A3
963,PRNA,41554M001,0.00119,0.00033,-0.00734,0.00051,0.00882,0.00037,2018-08-07,2022-04-30,A4
964,PRUR,48032M001,0.00054,0.00042,-0.00557,0.00055,0.01113,0.00032,2018-07-13,2022-04-30,A1
965,PSTO,41925S001,0.00233,0.00053,0.00276,0.00064,0.01396,0.00051,2005-08-09,2006-10-14,A1
966,PSTO,41925S001,0.00233,0.00015,0.00276,0.00038,0.01396,9e-05,2006-10-15,2016-04-15,A2
967,PSTO,41925S001,-0.00103,0.00052,0.00249,0.00091,0.01149,0.00043,2016-04-17,2018-07-07,A3
968,PSTO,41925S001,-0.00103,0.00029,0.00249,0.00079,0.0115,0.0002,2018-09-18,2022-04-30,A4
969,PTEC,42008M001,0.00884,0.00044,0.00022,0.0008,0.01353,0.00038,2008-10-31,2010-11-18,A1
970,PTEC,42008M001,0.00884,0.00023,0.00022,0.00066,0.01354,0.00017,2011-02-27,2016-01-18,A2
971,PU02,42228M001,0.00541,0.00049,-0.00407,0.00101,0.01145,0.00037,2018-07-23,2022-04-30,A1
972,PUAR,41306M001,0.02498,0.00029,0.00462,0.00093,0.01783,0.00027,2017-01-07,2021-01-26,A1
973,PUAR,41306M001,0.02498,0.00048,0.00462,0.00102,0.01783,0.00044,2021-01-28,2022-04-30,A2
974,PUNT,40608M001,0.01413,0.0004,0.00892,0.00098,0.01843,0.00037,2010-04-30,2012-09-04,A1
975,PUNT,40608M001,0.01412,0.00029,0.00893,0.00091,0.01845,0.00028,2012-09-06,2022-04-30,A2
976,PUR3,40608M001,0.00587,0.00027,0.00798,0.00059,0.01264,0.00023,2000-01-21,2007-03-19,A1
977,QUEM,42020M001,0.00716,0.00048,0.00101,0.00132,0.01027,0.0003,2011-10-25,2016-04-15,A1
978,QUEM,42020M001,-0.00188,0.00079,0.00536,0.00207,0.01144,0.00045,2016-04-17,2022-04-30,A2
979,QUI1,42003S003,0.00701,0.00023,0.00254,0.00061,0.01098,0.00015,2004-01-01,2009-08-02,A1
980,QUI3,42003S004,-9e-05,0.001,0.00166,0.00206,0.01146,0.0005,2016-04-16,2022-04-30,A1
981,QUIB,41926S001,0.00328,0.00027,0.0028,0.00064,0.0156,0.00016,2012-07-11,2018-09-27,A1
982,QUIN,40433M004,-0.01986,0.00016,0.00781,0.00023,-0.00317,0.00021,2000-01-04,2008-12-22,A1
983,QUIN,40433M004,-0.01986,0.00044,0.00781,0.00052,-0.00317,0.00053,2008-12-23,2010-05-06,A2
984,QUIN,40433M004,-0.01987,0.00016,0.00781,0.00024,-0.00317,0.00022,2010-05-07,2017-08-30,A3
985,QUIN,40433M004,-0.01986,0.00022,0.00781,0.00032,-0.00317,0.0003,2017-08-31,2022-04-30,A4
986,QVEC,42012M001,0.00828,0.0004,0.00189,0.00103,0.01093,0.00032,2011-01-12,2013-07-17,A1
987,QVEC,42012M001,0.00828,0.00038,0.00189,0.00102,0.01092,0.0003,2013-07-18,2016-04-15,A2
988,QVEC,42012M001,0.00293,0.0006,0.00048,0.00137,0.01385,0.00053,2016-04-17,2019-05-25,A3
989,QVEC,42012M001,0.00293,0.00043,0.00048,0.0013,0.01381,0.00032,2019-05-27,2022-04-30,A4
990,RDEO,41823M001,0.0054,0.00058,0.00018,0.00121,0.01403,0.00049,2014-08-04,2018-05-25,A1
991,RDSD,40805M001,0.00604,0.0005,0.00526,0.00059,0.00848,0.00052,2012-06-15,2013-03-07,A1
992,RDSD,40805M001,0.00604,0.00013,0.00526,0.00029,0.00848,0.00012,2013-03-08,2021-06-10,A2
993,RDSD,40805M001,0.00604,0.00048,0.00526,0.00058,0.00848,0.00049,2021-06-11,2022-04-30,A3
994,RECF,41617M001,-0.00339,0.00054,-0.00259,0.00043,0.01346,0.00025,2000-01-07,2004-09-03,A1
995,RECF,41617M001,-0.00339,0.00063,-0.00259,0.00055,0.01346,0.00041,2004-09-04,2007-05-06,A2
996,RECF,41617M001,-0.00339,0.00046,-0.00259,0.00037,0.01346,0.00019,2007-05-07,2011-11-24,A3
997,RECF,41617M001,-0.00339,0.00067,-0.00259,0.00061,0.01347,0.00053,2012-08-29,2012-11-22,A4
998,RECF,41617M001,-0.00339,0.00062,-0.00259,0.00053,0.01346,0.00039,2012-11-23,2015-03-20,A5
999,RECF,41617M001,-0.00339,0.00061,-0.00259,0.00052,0.01346,0.00036,2015-03-21,2017-10-10,A6
1000,RECF,41617M001,-0.00339,0.00067,-0.00259,0.0006,0.01346,0.00052,2017-10-11,2018-02-21,A7
1001,RECO,41581M001,0.00124,0.00049,-0.00735,0.00057,0.00943,0.00052,2014-03-27,2015-09-15,A1
1002,RECO,41581M001,0.00124,0.00022,-0.00735,0.00032,0.00943,0.00021,2015-09-17,2022-04-30,A2
1003,REUN,97401M003,-0.01328,0.0008,0.01346,0.00098,0.01167,0.00052,2003-05-28,2008-12-03,A1
1004,REUN,97401M003,-0.01215,0.00016,0.01238,0.00019,0.01172,0.0001,2008-12-04,2022-04-30,A2
1005,RIDC,40609M001,0.01221,0.00042,0.00459,0.00088,0.01828,0.00038,2010-04-30,2012-09-04,A1
1006,RIDC,40609M001,0.01221,0.00029,0.00459,0.00078,0.01829,0.00026,2012-09-06,2017-11-12,A2
1007,RIDC,40609M001,0.01222,0.0003,0.00459,0.00078,0.01828,0.00028,2017-11-14,2022-04-30,A3
1008,RIGA,12302M002,-0.01792,0.0005,0.01443,0.00034,0.00858,0.00059,2003-04-10,2005-01-12,A1
1009,RIGA,12302M002,-0.01793,0.00051,0.01444,0.00034,0.00858,0.00059,2005-01-13,2006-05-20,A2
1010,RIGA,12302M002,-0.01793,0.00051,0.01443,0.00034,0.00858,0.00059,2006-05-21,2007-12-06,A3
1011,RIGA,12302M002,-0.01792,0.00028,0.01443,0.00018,0.00858,0.00041,2007-12-07,2013-12-11,A4
1012,RIGA,12302M002,-0.01792,0.00052,0.01444,0.00035,0.00858,0.00059,2013-12-12,2014-12-19,A5
1013,RIGA,12302M002,-0.01792,0.0002,0.01444,0.00012,0.00858,0.0003,2014-12-20,2022-04-30,A6
1014,RIO2,41507M006,0.00797,0.00015,-0.00782,0.00025,0.00581,0.00032,2007-04-21,2012-10-09,A1
1015,RIO2,41507M006,0.00797,0.00011,-0.00782,0.00019,0.00581,0.00024,2012-10-10,2020-02-20,A2
1016,RIO2,41507M006,0.00797,0.00036,-0.00782,0.00053,0.00581,0.00057,2020-02-21,2020-06-30,A3
1017,RIO2,41507M006,0.00797,0.00028,-0.00782,0.00042,0.00581,0.0005,2020-07-01,2022-04-30,A4
1018,RIOB,41645M001,-0.00043,0.00023,-0.00252,0.00043,0.01108,0.00016,2007-05-01,2013-04-04,A1
1019,RIOB,41645M001,-0.00043,0.00017,-0.00252,0.00035,0.01108,0.00012,2013-04-05,2019-11-14,A2
1020,RIOB,41645M001,-0.00043,0.00034,-0.00252,0.00054,0.01108,0.00027,2019-11-15,2022-04-30,A3
1021,RIOD,41608M001,0.00033,0.00041,-0.00549,0.00042,0.01203,0.00028,2001-07-29,2007-03-18,A1
1022,RIOD,41608M001,0.00033,0.00034,-0.00549,0.00034,0.01202,0.00023,2007-03-19,2013-08-08,A2
1023,RIOD,41608M001,0.00033,0.00043,-0.00549,0.00042,0.01202,0.0003,2013-08-09,2018-03-12,A3
1024,RIOD,41608M001,0.00033,0.00059,-0.00549,0.00058,0.01202,0.00053,2018-03-13,2019-06-12,A4
1025,RIOG,41507M004,0.00801,0.00013,-0.00888,0.00023,0.00534,0.0003,2000-01-02,2007-02-01,A1
1026,RIOH,41927S001,0.00994,0.00056,0.00444,0.00131,0.01478,0.00043,2005-10-24,2008-08-19,A1
1027,RIOH,41927S001,0.00994,0.00064,0.00444,0.00135,0.01477,0.00052,2012-05-23,2014-09-21,A2
1028,RIOP,42006M001,-0.00392,0.00285,-0.00292,0.01,0.00182,0.00201,2000-01-04,2001-12-29,A1
1029,RIOP,42006M001,0.002,0.0005,0.0009,0.00068,0.00764,0.00047,2007-04-29,2009-06-30,A2
1030,RIOP,42006M001,0.00199,0.00017,0.0009,0.00046,0.00764,0.00012,2009-07-01,2016-04-15,A3
1031,RIOP,42006M001,0.00014,0.00052,0.00091,0.00111,0.01025,0.00027,2016-04-17,2022-04-30,A4
1032,RJCG,41657M001,0.00059,0.00013,-0.00651,0.00013,0.01144,8e-05,2008-04-03,2022-04-30,A1
1033,RJNI,48104M001,-0.00061,0.00089,-0.00555,0.00089,0.01226,0.00057,2019-06-14,2022-04-30,A1
1034,RJVA,48101M001,0.00428,0.00091,-0.005,0.00098,0.01332,0.00065,2018-12-12,2022-04-30,A1
1035,RNMO,41664M001,-0.0047,0.00023,-0.00155,0.0002,0.01612,9e-05,2009-01-01,2017-03-28,A1
1036,RNMO,41664M001,-0.0047,0.00026,-0.00155,0.00021,0.01613,0.0001,2017-03-29,2022-04-30,A2
1037,RNNA,41668M001,-0.0015,0.0005,-0.00438,0.00043,0.01269,0.00032,2010-01-01,2013-04-15,A1
1038,RNNA,41668M001,-0.0015,0.00056,-0.00438,0.00051,0.01269,0.00046,2013-04-16,2014-10-27,A2
1039,RNNA,41668M001,-0.0015,0.00026,-0.00438,0.0002,0.01269,9e-05,2014-10-28,2022-04-07,A3
1040,RNPF,48079M001,-0.00258,0.00055,-0.00406,0.00045,0.01298,0.00019,2014-05-16,2019-05-09,A1
1041,RNPF,48079M001,-0.00258,0.00059,-0.00406,0.0005,0.01299,0.00024,2019-05-10,2022-04-30,A2
1042,ROCD,41679M001,-0.00204,0.00015,-0.00313,0.00024,0.01186,9e-05,2010-04-09,2019-05-28,A1
1043,ROGM,41651M001,-0.00125,0.0001,-0.00166,0.00017,0.01126,6e-05,2008-01-01,2020-08-02,A1
1044,ROJI,41658M001,-0.00056,6e-05,-0.00486,0.0001,0.01235,4e-05,2008-04-03,2022-04-30,A1
1045,ROSA,41632M001,-0.00063,0.00011,-0.00466,0.00013,0.01103,8e-05,2009-06-19,2022-04-30,A1
1046,RSAL,41699M001,0.00141,0.00049,-0.00687,0.00053,0.00979,0.00053,2013-07-04,2013-11-01,A1
1047,RSAL,41699M001,0.00141,0.00045,-0.00687,0.0005,0.00979,0.00048,2013-11-02,2015-04-23,A2
1048,RSAL,41699M001,0.00141,0.00014,-0.00687,0.0002,0.00979,0.00014,2015-04-24,2022-04-30,A3
1049,RSCL,48080M001,0.00113,0.00024,-0.00545,0.00032,0.01089,0.00022,2014-06-29,2019-10-22,A1
1050,RSCL,48080M001,0.00113,0.00035,-0.00545,0.00044,0.01088,0.00032,2019-10-23,2022-04-30,A2
1051,RSPE,48099M001,0.00194,0.00049,-0.00705,0.00053,0.00972,0.00054,2014-07-03,2014-10-21,A1
1052,RSPE,48099M001,0.00194,0.00016,-0.00705,0.0002,0.00972,0.00016,2014-10-22,2022-04-29,A2
1053,RSPF,48054M001,0.00155,0.00056,-0.00594,0.00069,0.01062,0.00048,2016-12-09,2019-10-23,A1
1054,RSPF,48054M001,0.00155,0.0006,-0.00594,0.00072,0.01063,0.00052,2019-10-24,2022-04-30,A2
1055,RSSL,48105M001,0.00169,0.00086,-0.00705,0.0011,0.01029,0.00075,2019-08-15,2022-04-30,A1
1056,RWSN,41513M001,0.00202,0.00014,-0.00804,0.00025,0.0078,0.00024,2000-01-22,2010-02-26,A1
1057,RWSN,41513M001,0.00202,0.00042,-0.00804,0.00054,0.0078,0.00055,2011-03-14,2012-09-21,A2
1058,RWSN,41513M001,0.00559,0.00075,-0.01328,0.00131,0.00589,0.00103,2014-07-29,2021-01-02,A3
1059,RWSN,41513M001,0.00558,0.00433,-0.01323,0.00747,0.0059,0.00576,2021-01-17,2022-04-30,A4
1060,SAGA,41639M001,-0.0041,0.00023,-0.00082,0.00042,0.01178,0.00012,2007-09-16,2015-05-17,A1
1061,SAGA,41639M001,-0.0041,0.0002,-0.00082,0.00039,0.01179,0.00011,2015-05-18,2022-04-30,A2
1062,SAGE,40610M001,0.02131,0.00011,0.0069,0.00034,0.02341,0.0001,2010-04-30,2018-10-17,A1
1063,SAGE,40610M001,0.0213,0.00029,0.0069,0.00055,0.02342,0.00026,2018-10-18,2022-04-30,A2
1064,SALU,41640M001,-0.00325,0.0004,-0.00235,0.00039,0.0134,0.00016,2007-09-05,2013-06-11,A1
1065,SALU,41640M001,-0.00325,0.00062,-0.00235,0.00062,0.0134,0.00049,2013-06-12,2014-11-07,A2
1066,SALU,41640M001,-0.00325,0.00062,-0.00235,0.00062,0.0134,0.00049,2014-11-08,2016-06-08,A3
1067,SALU,41640M001,-0.00325,0.00059,-0.00235,0.00059,0.01341,0.00043,2016-06-09,2018-04-09,A4
1068,SALU,41640M001,-0.00325,0.00042,-0.00235,0.00041,0.0134,0.00017,2018-04-10,2022-04-30,A5
1069,SALV,41618M001,-0.00047,0.0004,-0.00437,0.00035,0.01208,0.00017,2000-01-04,2008-08-10,A1
1070,SAMA,41928S001,0.00805,0.00019,0.01105,0.00042,0.01412,0.00016,2006-05-04,2011-12-05,A1
1071,SAMA,41928S001,0.00805,0.00053,0.01105,0.00063,0.01412,0.00053,2011-12-06,2012-05-13,A2
1072,SAMA,41928S001,0.00805,0.00035,0.01105,0.00057,0.01411,0.0003,2012-05-14,2015-07-05,A3
1073,SAMA,41928S001,0.00805,0.00016,0.01105,0.00037,0.01411,0.00013,2016-05-17,2022-04-30,A4
1074,SANT,41705M003,0.0236,0.00011,-0.00287,0.00022,0.01305,0.00016,2000-01-02,2010-02-26,A1
1075,SANT,41705M003,0.0191,0.00051,-0.00723,0.00078,0.00971,0.00065,2010-02-28,2016-11-17,A2
1076,SANT,41705M003,0.01901,0.00052,-0.00723,0.00078,0.0097,0.00066,2016-11-18,2018-01-09,A3
1077,SANT,41705M003,0.01908,0.00053,-0.00723,0.00079,0.00971,0.00067,2018-01-10,2018-04-19,A4
1078,SANT,41705M003,0.01904,0.00029,-0.00723,0.00061,0.00971,0.00043,2018-04-20,2022-04-30,A5
1079,SAVO,41643M001,-0.00069,0.00014,-0.00471,0.00013,0.01296,7e-05,2007-09-06,2018-04-19,A1
1080,SAVO,41643M001,-0.00069,0.00028,-0.00471,0.00025,0.01296,0.00013,2018-04-20,2022-04-30,A2
1081,SCAQ,48088M001,0.00123,0.00053,-0.00652,0.00055,0.01056,0.00054,2013-10-09,2014-05-26,A1
1082,SCAQ,48088M001,0.00123,0.00053,-0.00652,0.00055,0.01056,0.00054,2014-05-27,2014-10-25,A2
1083,SCAQ,48088M001,0.00123,0.00023,-0.00652,0.00025,0.01056,0.00017,2014-10-26,2022-04-27,A3
1084,SCCA,48047M001,0.00285,0.00034,-0.00788,0.00039,0.0098,0.00026,2017-08-10,2022-04-30,A1
1085,SCCH,41659M001,0.00165,0.00013,-0.00481,0.00016,0.01066,0.00011,2008-04-03,2019-12-11,A1
1086,SCCH,41659M001,0.00165,0.0004,-0.00481,0.00043,0.01067,0.00037,2019-12-12,2022-04-30,A2
1087,SCEC,42025M001,0.05167,0.00066,0.00259,0.00159,0.01006,0.00063,2013-11-11,2014-10-14,A1
1088,SCEC,42025M001,0.05166,0.00042,0.00259,0.0015,0.01007,0.00037,2014-10-15,2017-09-30,A2
1089,SCFL,48094M001,0.00141,0.00019,-0.00638,0.00021,0.01091,0.00015,2013-09-07,2022-04-30,A1
1090,SCLA,41660M001,0.00133,9e-05,-0.00655,0.00011,0.01048,8e-05,2008-04-03,2022-04-30,A1
1091,SCRZ,41801M001,-0.00088,0.0004,0.00379,0.00054,0.01541,0.00034,2009-12-27,2012-11-16,A1
1092,SCRZ,41801M001,-0.00088,0.00051,0.0038,0.00059,0.01544,0.0005,2012-11-17,2014-03-31,A2
1093,SCRZ,41801M001,-5e-05,0.00019,-0.00294,0.00031,0.01175,0.00013,2014-04-02,2022-04-30,A3
1094,SCUB,40701M001,-0.00604,0.00049,0.00081,0.00056,0.00489,0.00052,2000-01-06,2000-12-06,A1
1095,SCUB,40701M001,-0.00604,9e-05,0.00081,0.00023,0.00489,0.0001,2000-12-07,2013-06-18,A2
1096,SCUB,40701M001,-0.00604,0.00018,0.00081,0.00037,0.00489,0.00017,2014-12-18,2022-04-30,A3
1097,SEAJ,41697M001,-0.00164,0.00053,-0.0048,0.00041,0.01256,0.0002,2013-04-16,2018-04-24,A1
1098,SEAJ,41697M001,-0.00164,0.00055,-0.0048,0.00043,0.01257,0.00021,2018-04-25,2022-04-30,A2
1099,SEEC,42036M001,0.01092,0.00037,0.0027,0.00112,0.01364,0.00028,2012-12-09,2016-04-15,A1
1100,SEEC,42036M001,0.00421,0.00047,-0.00271,0.00142,0.01185,0.00035,2016-04-17,2022-04-30,A2
