NUM,STATION,NAME,VX[m/a],sig_VX[m/a],VY[m/a],sig_Y[m],VZ[m/a],sig_VZ[m/a],START,END,ID-SNX
1,AACR,40612M001,0.01292,0.0007,0.00314,0.00226,0.01701,0.00068,2010-08-01,2012-09-04,A1
2,AACR,40612M001,0.01083,0.00043,0.00567,0.00136,0.01655,0.00041,2012-09-06,2017-11-12,A2
3,AACR,40612M001,0.0129,0.00031,0.00413,0.00092,0.01864,0.00031,2017-11-14,2022-04-30,A3
4,ABCC,41939M001,-0.009,0.00032,0.02535,0.00073,0.01411,0.0002,2011-08-29,2016-06-25,A1
5,ABCC,41939M001,-0.00571,0.00022,0.01308,0.0005,0.01514,0.00013,2016-06-26,2022-04-30,A2
6,ABEC,42040M001,0.00076,0.00065,0.00371,0.00183,0.0106,0.00045,2016-04-17,2022-04-30,A1
7,ABMF,97103M001,0.00717,0.00047,0.00886,0.00052,0.01494,0.00045,2009-12-25,2012-01-24,A1
8,ABMF,97103M001,0.00717,0.00012,0.00886,0.0002,0.01494,8e-05,2012-01-25,2022-04-30,A2
9,ABPD,41941M001,-0.00052,0.00011,0.00149,0.00025,0.01478,7e-05,2011-08-29,2022-04-19,A1
10,ABPW,41940M001,-0.00083,0.00022,0.00293,0.00044,0.01494,0.00011,2011-08-29,2022-04-30,A1
11,ABRA,41575M001,0.01058,0.00044,-0.00102,0.00081,0.01217,0.00037,2014-04-06,2019-03-31,A1
12,ABRA,41575M001,0.01058,0.00065,-0.00102,0.00095,0.01217,0.00063,2019-05-28,2020-01-29,A2
13,ADIS,31502M001,-0.01954,0.00022,0.01671,0.00019,0.01857,8e-05,2007-07-24,2021-03-03,A1
14,AGCA,41907M001,0.0056,9e-05,0.00442,0.00022,0.01481,7e-05,2012-05-23,2022-01-26,A1
15,AGGO,41596M001,0.00105,0.00029,-0.00753,0.00039,0.00919,0.00032,2017-01-31,2022-04-30,A1
16,ALAR,41653M001,-0.001,0.00011,-0.00448,9e-05,0.01269,5e-05,2008-04-03,2022-04-30,A1
17,ALBE,41943M001,0.00379,0.0001,0.00411,0.00024,0.01483,7e-05,2012-10-29,2022-04-30,A1
18,ALBH,40129M003,-0.00989,0.00029,-0.0007,0.00038,-0.00472,0.00042,2000-01-02,2003-09-05,A1
19,ALBH,40129M003,-0.00989,9e-05,-0.0007,0.00013,-0.00472,0.00015,2003-09-06,2015-09-15,A2
20,ALBH,40129M003,-0.00989,0.00014,-0.0007,0.00021,-0.00472,0.00023,2015-09-16,2022-04-30,A3
21,ALEC,42029M001,0.00451,0.00047,-0.00037,0.00173,0.00917,0.00037,2012-12-09,2016-04-15,A1
22,ALEC,42029M001,0.00023,0.00244,-0.00059,0.00879,0.0085,0.00185,2016-04-17,2019-05-25,A2
23,ALEC,42029M001,0.00023,0.00073,-0.00059,0.00251,0.00851,0.00054,2019-05-26,2022-04-30,A3
24,ALGO,40104M002,-0.01605,7e-05,-0.00338,0.00016,0.00426,0.00014,2000-01-02,2012-12-20,A1
25,ALGO,40104M002,-0.01606,8e-05,-0.00338,0.00018,0.00426,0.00016,2012-12-21,2022-04-30,A2
26,ALMA,48052M001,-0.00136,0.00037,-0.00465,0.00028,0.01283,0.00012,2017-02-24,2022-04-30,A1
27,ALUM,41535M001,0.00081,0.0002,-0.00221,0.00036,0.00777,0.00023,2008-10-17,2015-09-15,A1
28,ALUM,41535M001,0.00271,0.00054,-0.00479,0.00104,0.00912,0.00066,2019-03-10,2022-04-30,A2
29,AM04,42255M001,-0.00549,0.00087,-0.0021,0.002,0.00774,0.00068,2018-07-23,2019-05-25,A1
30,AM04,42255M001,-0.00549,0.00073,-0.0021,0.00194,0.00774,0.00046,2019-05-27,2021-11-27,A2
31,AM04,42255M001,-0.00549,0.00089,-0.0021,0.00201,0.00774,0.00069,2021-11-29,2022-04-30,A3
32,AMBC,48061M001,-0.00303,0.00066,-0.00109,0.00117,0.01197,0.00031,2016-02-18,2019-04-01,A1
33,AMCO,41696M001,-0.00225,0.00014,-0.0016,0.00024,0.01228,7e-05,2012-09-12,2022-04-30,A1
34,AMCR,48073M002,-0.00334,0.00041,-0.00207,0.00072,0.01232,0.0002,2018-06-12,2022-04-30,A1
35,AMHA,41646M002,-0.00218,0.00019,-0.00316,0.00033,0.0118,0.0001,2015-01-01,2022-04-30,A1
36,AMPR,48071M001,-0.00294,0.00089,-0.00109,0.00131,0.01238,0.00035,2015-01-01,2018-11-19,A1
37,AMTE,48091M001,-0.00287,0.00049,-0.00253,0.00082,0.01236,0.00023,2013-10-22,2018-07-25,A1
38,AMTE,48091M001,-0.00287,0.00047,-0.00253,0.00082,0.01236,0.00024,2018-07-26,2022-04-30,A2
39,AMUA,48070M001,-0.00325,0.00019,-0.00206,0.0003,0.01275,9e-05,2015-02-20,2022-04-30,A1
40,AN02,42231M001,0.00354,0.00053,-0.002,0.00181,0.00919,0.00042,2016-02-28,2019-05-25,A1
41,AN02,42231M001,0.00054,0.00064,0.00395,0.00187,0.00775,0.00043,2019-05-27,2022-04-29,A2
42,ANDS,41908S001,0.01255,0.00054,0.00495,0.00096,0.00766,0.00053,2007-05-08,2008-08-06,A1
43,ANDS,41908S001,0.01256,0.00026,0.00495,0.00082,0.00766,0.00025,2014-02-28,2020-08-01,A2
44,ANGO,41720M001,0.00665,0.00103,-0.01513,0.00225,0.00759,0.00177,2012-03-26,2020-01-15,A1
45,ANTC,41713S001,0.01702,0.00012,-0.00103,0.00025,0.00826,0.00019,2000-01-02,2010-02-26,A1
46,ANTC,41713S001,-0.00222,0.00056,-0.01717,0.00126,0.0065,0.001,2010-02-28,2022-04-30,A2
47,AOML,49914S001,-0.01047,0.00051,0.0002,0.00162,0.00321,0.00083,2000-01-02,2003-08-09,A1
48,AOML,49914S001,-0.01046,0.00068,0.0002,0.0017,0.00321,0.00097,2003-08-10,2004-04-04,A2
49,AP01,42226M001,0.00604,0.00054,0.00113,0.00146,0.01232,0.0005,2016-02-28,2019-12-15,A1
50,AP01,42226M001,0.00604,0.00067,0.00113,0.00149,0.01232,0.00058,2019-12-16,2022-04-30,A2
51,APLJ,48076M001,-0.00417,0.00026,-0.00125,0.00032,0.01271,0.0001,2014-10-31,2022-04-30,A1
52,APMA,41629M002,-0.00564,0.00122,-0.0005,0.00148,0.01361,0.00049,2017-06-25,2019-12-23,A1
53,APMA,41629M002,-0.00564,0.00119,-0.0005,0.00146,0.01361,0.00043,2019-12-24,2022-04-30,A2
54,APS1,41675M002,-0.00463,0.00032,-0.00177,0.00038,0.0124,0.00011,2016-01-27,2022-04-30,A1
55,APSA,41675M001,-0.0038,0.00101,-0.0031,0.00115,0.01306,0.00052,2010-12-02,2012-10-31,A1
56,APSA,41675M001,-0.0038,0.00091,-0.0031,0.00106,0.01306,0.00032,2012-11-01,2016-01-05,A2
57,APTO,41933S001,0.01269,0.00053,0.01168,0.00108,0.01133,0.00042,2007-11-01,2010-01-11,A1
58,APTO,41933S001,0.01268,0.00041,0.01168,0.00101,0.01134,0.00027,2012-08-23,2017-05-15,A2
59,APTO,41933S001,0.01269,0.00065,0.01167,0.00113,0.01134,0.00057,2017-09-06,2018-09-28,A3
60,APTO,41933S001,0.01268,0.00064,0.01167,0.00112,0.01134,0.00056,2021-09-21,2022-04-30,A4
61,AQ01,42229M001,0.00734,0.0002,-0.0008,0.00043,0.01204,0.00016,2010-09-03,2018-01-27,A1
62,AQ01,42229M001,0.00855,0.00051,-0.00177,0.00101,0.01162,0.00036,2018-01-28,2022-04-30,A2
63,ARCA,41909S001,-0.00513,9e-05,0.00119,0.0002,0.01117,6e-05,2008-08-04,2021-02-25,A1
64,ARCA,41909S001,-0.00513,0.00048,0.00119,0.00054,0.01118,0.00046,2021-02-26,2022-04-30,A2
65,AREQ,42202M005,0.01277,0.0019,0.00502,0.00434,0.01374,0.00176,2000-01-02,2001-06-22,A1
66,AREQ,42202M005,0.00734,0.00042,-0.0008,0.00089,0.01204,0.00033,2001-06-24,2018-02-01,A2
67,AREQ,42202M005,0.00855,0.00036,-0.00177,0.00075,0.01162,0.00027,2018-06-07,2021-12-02,A3
68,AREQ,42202M005,0.00855,0.00608,-0.00177,0.01336,0.01161,0.00475,2021-12-03,2022-04-30,A4
69,ARTU,12362M001,-0.02415,4e-05,0.00905,5e-05,0.00401,8e-05,2000-01-02,2022-04-30,A1
70,ASC1,30602M001,0.00032,0.00081,-0.0056,0.00035,0.01105,0.00025,2000-01-02,2006-02-24,A1
71,ASCG,30602M004,-0.00024,0.00039,-0.00493,0.00014,0.01097,0.0001,2015-09-18,2022-04-30,A1
72,AUTF,41515S001,0.01215,0.00022,-0.00606,0.00035,0.00631,0.00044,2000-01-02,2004-12-26,A1
73,AUTF,41515S001,0.01215,0.00011,-0.00606,0.00018,0.00631,0.00025,2006-03-29,2017-01-09,A2
74,AUTF,41515S001,0.01215,0.00016,-0.00606,0.00027,0.00631,0.00036,2017-03-24,2022-04-30,A3
75,AY02,42234M001,0.0133,0.00057,-0.00154,0.00137,0.01304,0.00044,2018-07-23,2022-04-30,A1
76,AZUE,41301M001,0.02093,7e-05,0.00607,0.00019,0.01311,6e-05,2008-07-30,2022-02-25,A1
77,AZUL,41529M001,0.00402,0.00084,-0.00772,0.00131,0.00741,0.00112,2007-08-30,2010-02-26,A1
78,AZUL,41529M001,-0.00103,0.00018,-0.00646,0.00028,0.01185,0.00024,2010-02-28,2018-01-06,A2
79,AZUL,41529M001,0.00165,0.00035,-0.00422,0.00056,0.01064,0.00047,2018-01-07,2022-04-30,A3
80,BABJ,41612M002,-0.00149,0.00067,-0.00428,0.00064,0.01233,0.00033,2016-10-23,2019-09-30,A1
81,BABJ,41612M002,-0.00149,0.00066,-0.00428,0.00062,0.01232,0.00032,2019-10-01,2022-04-30,A2
82,BABR,41684M001,0.00093,0.00028,-0.00606,0.0003,0.01245,0.00013,2010-02-18,2018-08-11,A1
83,BABR,41684M001,0.00093,0.00055,-0.00606,0.00056,0.01245,0.00048,2018-08-12,2020-03-14,A2
84,BABR,41684M001,0.00093,0.0005,-0.00606,0.00051,0.01246,0.00039,2020-03-15,2022-04-30,A3
85,BADG,12338M002,-0.02728,7e-05,-0.00012,0.00014,-0.00355,0.00017,2011-08-26,2022-04-30,A1
86,BAIL,48098M001,0.0006,0.00057,-0.00547,0.00055,0.01309,0.00052,2013-06-29,2014-03-20,A1
87,BAIL,48098M001,0.0006,0.00057,-0.00547,0.00056,0.01309,0.00053,2014-03-21,2014-05-31,A2
88,BAIL,48098M001,0.0006,0.00057,-0.00547,0.00056,0.0131,0.00053,2014-06-14,2014-10-16,A3
89,BAIL,48098M001,0.0006,0.00026,-0.00547,0.00024,0.0131,0.00012,2014-10-17,2022-04-30,A4
90,BAIR,41665M001,-0.00051,0.00042,-0.00533,0.00037,0.01272,0.00018,2009-01-01,2014-03-24,A1
91,BAIR,41665M001,-0.00051,0.00064,-0.00533,0.00062,0.01273,0.00054,2014-03-25,2014-06-12,A2
92,BAIR,41665M001,-0.00051,0.00064,-0.00533,0.00062,0.01273,0.00054,2014-06-13,2014-10-15,A3
93,BAIR,41665M001,-0.00051,0.00039,-0.00533,0.00035,0.01273,0.00016,2014-10-16,2020-05-03,A4
94,BAIT,48066M001,-0.00105,0.0004,-0.00487,0.00036,0.01245,0.00016,2015-07-27,2021-11-09,A1
95,BAIT,48066M001,-0.00105,0.00064,-0.00487,0.00062,0.01245,0.00053,2021-11-10,2022-04-30,A2
96,BANS,42403M001,-0.00394,0.00132,-0.00178,0.00307,0.01142,0.00082,2006-05-21,2008-10-30,A1
97,BAPA,48040M001,-0.00238,0.00042,-0.00409,0.00034,0.01296,0.00015,2018-06-09,2022-04-30,A1
98,BARI,40917M001,-0.00756,0.00048,0.00051,0.0017,-0.00328,0.0006,2012-03-27,2015-09-25,A1
99,BATF,41666M001,-0.00239,0.00032,-0.00404,0.00027,0.01293,0.00014,2009-01-01,2017-03-18,A1
100,BATF,41666M001,-0.00239,0.00039,-0.00404,0.00034,0.01293,0.00018,2017-03-19,2022-04-30,A2
101,BAVC,41669M001,0.00044,0.00039,-0.00523,0.00034,0.01185,0.00018,2009-04-12,2014-11-14,A1
102,BAVC,41669M001,0.00044,0.00058,-0.00523,0.00054,0.01186,0.0004,2015-02-26,2017-07-20,A2
103,BAVC,41669M001,0.00044,0.00035,-0.00523,0.00031,0.01185,0.00016,2017-07-21,2022-04-30,A3
104,BCAR,41539M001,0.00151,0.00051,-0.00783,0.00061,0.00968,0.00061,2009-07-15,2010-02-26,A1
105,BCAR,41539M001,0.00151,0.00016,-0.00783,0.00023,0.00968,0.00021,2010-02-28,2016-11-16,A2
106,BCAR,41539M001,0.00151,0.00027,-0.00783,0.00037,0.00968,0.00033,2016-11-17,2020-12-08,A3
107,BCAR,41539M001,0.00151,0.00046,-0.00783,0.00057,0.00968,0.00055,2020-12-09,2022-04-30,A4
108,BCH1,41573M002,0.0033,0.00016,-0.00765,0.00032,0.0058,0.00028,2016-03-31,2022-04-30,A1
109,BDOS,43401M001,0.01039,0.00026,0.01039,0.00039,0.01526,0.00014,2005-06-05,2013-12-10,A1
110,BECE,41951M001,0.00601,0.0005,0.00603,0.00121,0.01444,0.00036,2019-06-10,2022-04-30,A1
111,BEJA,41947M001,0.00357,0.00018,0.00324,0.00044,0.01582,0.00012,2012-12-07,2019-06-08,A1
112,BEJA,41947M001,0.00357,0.00053,0.00324,0.00067,0.01582,0.00051,2019-06-10,2020-07-24,A2
113,BEJA,41947M001,0.00357,0.00053,0.00324,0.00067,0.01581,0.00051,2020-07-26,2021-07-21,A3
114,BEJA,41947M001,0.00357,0.00054,0.00324,0.00067,0.01581,0.00052,2021-11-28,2022-04-30,A4
115,BELE,41622M001,-0.00384,0.00044,-0.00195,0.00047,0.01359,0.00034,2004-01-01,2007-04-15,A1
116,BELE,41622M001,-0.00384,0.00015,-0.00195,0.00017,0.01359,6e-05,2007-04-16,2018-04-25,A2
117,BELE,41622M001,-0.00384,0.00027,-0.00195,0.00029,0.01359,0.00012,2018-04-26,2022-04-30,A3
118,BEPA,48072M001,-0.00472,0.00063,0.00042,0.00069,0.01102,0.00027,2014-07-19,2018-07-13,A1
119,BEPA,48072M001,-0.00472,0.00059,0.00042,0.00065,0.01101,0.00023,2018-07-14,2022-04-30,A2
120,BERR,41910S001,0.00541,0.00056,0.00346,0.00129,0.01612,0.0004,2007-05-25,2009-12-18,A1
121,BERR,41910S001,0.00541,0.0005,0.00346,0.00125,0.01612,0.00032,2010-05-18,2014-04-02,A2
122,BERR,41910S001,0.00541,0.00067,0.00346,0.00134,0.01613,0.00055,2014-11-28,2016-10-13,A3
123,BERR,41910S001,0.00541,0.00066,0.00346,0.00132,0.01612,0.00051,2020-12-01,2022-04-30,A4
124,BHEC,42048M001,0.0018,0.00195,0.02044,0.00581,0.01677,0.00146,2015-03-26,2016-04-15,A1
125,BHEC,42048M001,0.00396,0.00043,0.00769,0.00123,0.00981,0.00031,2016-04-17,2022-04-30,A2
126,BJCO,32701M001,-0.00397,0.0004,0.02226,0.00012,0.01902,0.00011,2011-02-01,2020-03-15,A1
127,BJCO,32701M001,-0.00397,0.00065,0.02225,0.00052,0.01901,0.00053,2021-11-09,2022-04-30,A2
128,BLPZ,41805M001,0.00297,0.00017,-0.00296,0.00032,0.01312,0.00013,2005-01-28,2014-03-31,A1
129,BLPZ,41805M001,0.00322,0.00019,-0.00405,0.00034,0.01215,0.00013,2014-04-02,2022-04-30,A2
130,BNGA,41911M001,0.00146,0.00045,0.00408,0.00054,0.01419,0.0004,2010-04-12,2012-05-06,A1
131,BNGA,41911M001,0.00146,0.0001,0.00408,0.00023,0.01417,7e-05,2012-05-07,2022-04-30,A2
132,BOAV,41636M001,-0.00376,0.00013,-0.00191,0.00021,0.0125,6e-05,2007-09-05,2018-07-25,A1
133,BOAV,41636M001,-0.00376,0.00026,-0.00191,0.00038,0.01259,0.00015,2018-07-26,2022-04-30,A2
134,BOGA,41901M002,-0.01885,0.00011,0.04921,0.00026,0.01867,8e-05,2000-02-09,2010-09-07,A1
135,BOGA,41901M002,-0.01882,0.00044,0.04929,0.00056,0.0187,0.00039,2010-09-08,2012-06-28,A2
136,BOGA,41901M002,-0.01347,0.0008,0.03477,0.00187,0.01568,0.00053,2012-06-29,2014-03-14,A3
137,BOGA,41901M002,-0.01343,0.00083,0.0348,0.00188,0.01565,0.00055,2014-03-15,2016-04-15,A4
138,BOGA,41901M002,-0.00915,0.00047,0.01947,0.0007,0.01649,0.00039,2016-04-17,2018-07-17,A5
139,BOGA,41901M002,-0.00916,0.00021,0.01945,0.00051,0.01643,0.00014,2018-07-18,2022-04-30,A6
140,BOGT,41901M001,-0.01115,0.00061,0.04081,0.00134,0.01183,0.00039,2002-05-23,2005-07-06,A1
141,BOGT,41901M001,-0.0111,0.00071,0.04081,0.0014,0.01186,0.00049,2005-07-07,2007-08-02,A2
142,BOGT,41901M001,-0.01112,0.0008,0.04084,0.00143,0.01184,0.00064,2007-08-03,2007-12-13,A3
143,BOGT,41901M001,-0.01111,0.0008,0.04085,0.00143,0.01188,0.00063,2007-12-14,2008-06-06,A4
144,BOGT,41901M001,-0.01115,0.00079,0.04083,0.00143,0.01182,0.00061,2008-06-07,2009-09-09,A5
145,BOGT,41901M001,-0.01111,0.00062,0.04085,0.00134,0.01185,0.00037,2009-09-10,2012-06-30,A6
146,BOGT,41901M001,-0.00561,0.00041,0.01693,0.00063,0.01414,0.00031,2012-07-01,2015-08-19,A7
147,BOGT,41901M001,-0.0056,0.00022,0.01695,0.00045,0.01414,0.00012,2015-08-20,2022-04-30,A8
148,BOMJ,41612M001,-0.00047,0.00035,-0.00597,0.00034,0.012,0.0002,2000-01-12,2007-04-25,A1
149,BOMJ,41612M001,-0.00047,0.00026,-0.00597,0.00025,0.01202,0.00012,2007-07-07,2016-01-31,A2
150,BOR1,12205M002,-0.01737,9e-05,0.016,5e-05,0.00891,0.0001,2000-01-02,2016-10-05,A1
151,BOR1,12205M002,-0.01737,0.00026,0.016,0.00014,0.00891,0.00031,2016-10-06,2022-04-30,A2
152,BOSC,41948M001,0.00676,0.00015,0.00461,0.00035,0.01549,0.00011,2012-12-07,2021-04-22,A1
153,BOSC,41948M001,0.00676,0.00052,0.00461,0.00062,0.01549,0.00052,2021-11-28,2022-04-30,A2
154,BQLA,41934S001,0.00826,0.00049,0.00586,0.00054,0.01424,0.00048,2007-09-29,2009-01-21,A1
155,BQLA,41934S001,0.00826,9e-05,0.00585,0.00019,0.01428,7e-05,2012-05-28,2022-04-30,A2
156,BRAZ,41606M001,-0.00096,0.00026,-0.00447,0.00028,0.01229,0.00016,2000-01-02,2007-03-12,A1
157,BRAZ,41606M001,-0.00096,0.00032,-0.00446,0.00035,0.01227,0.00018,2007-03-13,2012-09-18,A2
158,BRAZ,41606M001,-0.00096,0.00057,-0.00447,0.00058,0.01229,0.00054,2012-09-19,2012-11-27,A3
159,BRAZ,41606M001,-0.00096,0.00057,-0.00446,0.00058,0.01228,0.00054,2012-11-28,2013-04-25,A4
160,BRAZ,41606M001,-0.00096,0.00054,-0.00447,0.00055,0.01221,0.00048,2013-04-26,2014-12-23,A5
161,BRAZ,41606M001,-0.00096,0.00057,-0.00447,0.00058,0.01229,0.00054,2014-12-24,2015-04-15,A6
162,BRAZ,41606M001,-0.00096,0.00055,-0.00446,0.00056,0.01223,0.00049,2015-04-16,2016-09-28,A7
163,BRAZ,41606M001,-0.00096,0.00024,-0.00447,0.00027,0.0122,0.00013,2016-09-29,2022-04-30,A8
164,BREW,40473M001,-0.01487,0.00014,0.00044,0.0002,-0.007,0.00023,2001-12-20,2008-12-31,A1
165,BREW,40473M001,-0.01486,5e-05,0.00044,8e-05,-0.00699,9e-05,2009-01-01,2022-04-30,A2
166,BRFT,41602M002,-0.0026,0.00126,-0.00352,0.00107,0.01317,0.00061,2005-09-16,2006-05-08,A1
167,BRFT,41602M002,-0.0026,0.00125,-0.00351,0.00106,0.01314,0.00059,2006-05-09,2007-06-25,A2
168,BRFT,41602M002,-0.00261,0.00115,-0.00352,0.00094,0.01313,0.00034,2007-06-26,2011-01-04,A3
169,BRFT,41602M002,-0.0026,0.00126,-0.00352,0.00107,0.01312,0.00062,2011-01-05,2011-04-14,A4
170,BRFT,41602M002,-0.00218,0.00085,-0.0034,0.00065,0.01307,0.00028,2011-04-15,2015-01-04,A5
171,BRFT,41602M002,-0.00218,0.00094,-0.00341,0.00076,0.01307,0.00042,2015-01-05,2017-12-23,A6
172,BRFT,41602M002,-0.00218,0.00084,-0.00341,0.00066,0.01305,0.00028,2017-12-24,2022-04-30,A7
173,BRMU,42501S004,-0.01333,0.00039,-0.00025,0.00052,0.00708,0.00045,2000-01-02,2003-02-12,A1
174,BRMU,42501S004,-0.01333,0.00014,-0.00025,0.00025,0.00708,0.00018,2003-02-13,2011-09-27,A2
175,BRMU,42501S004,-0.0134,0.00012,-0.00025,0.00021,0.00707,0.00015,2011-09-28,2020-09-14,A3
176,BSUC,41819M001,0.01036,0.00034,-0.00216,0.0006,0.01404,0.00024,2016-07-14,2022-04-30,A1
177,BUCA,41911S001,0.00324,0.00047,0.00233,0.00113,0.01598,0.00029,2005-07-05,2009-05-09,A1
178,BUE2,41505S007,0.00568,0.00037,-0.00825,0.00053,0.00892,0.00042,2005-10-20,2010-02-26,A1
179,BUEN,41912S001,0.00562,0.00014,0.00188,0.00033,0.01411,0.0001,2005-10-05,2012-09-29,A1
180,BUEN,41912S001,0.00561,9e-05,0.00188,0.00022,0.01411,7e-05,2012-10-01,2022-04-30,A2
